"NewsCode-URI","NewsCode-QCode (flat)","Level 1/NewsCode","Level 2/NewsCode","Level 3/NewsCode","Level 4/NewsCode","Level 5/NewsCode","Name (en-GB)","Definition (en-GB)","Name (fr)","Definition (fr)","Name (es)","Definition (es)","Name (de)","Definition (de)","Name (it)","Definition (it)","Name (jp)","Definition (jp)"
"http://cv.iptc.org/newscodes/subjectcode/15034002","subj:15034002",,,"subj:15034002",,,"formal exercise-DEPRECATED","NA ","Combat","NA ","ejercicio formal","NA ","Formal Exercise-GELÖSCHT","--- ","Esercizio Formale - ANNULLATO","NESSUNA INDICAZIONE ","公式試合-使用不可",
"http://cv.iptc.org/newscodes/subjectcode/15035000","subj:15035000",,"subj:15035000",,,,"lacrosse","Two teams of helmeted and padded players try and outscore each other using a netted stick and hard ball. ","Lacrosse","sport joué par deux équipes qui doivent se marquer des buts en se disputant une balle avec un bâton terminé par un panier triangulaire souple ","lacrosse","Dos equipos de jinetes, munidos de cascos, tratan de vencer al oponente utilizando un bastón con red y una pelota dura. ","Lacrosse","Zwei Teams mit gepolsterten Spielern mit Helmen versuchen sich gegenseitig zu besiegen mit einem Schläger und einem harten Ball. ","Lacrosse","Sport di squadra praticato essenzialmente in Nord America e in Australia, che consiste nel far punto in una porta con una palla passata da atleta ad atleta tramite una specie di racchetta. Ogni squadra è composta da 10 giocatori; la porta è simile a quella dell'hockey su ghiaccio: alta 1,8 m e larga 1,8 m ","ラクロス","ヘルメットや防具を付けたプレーヤーが、2チームで網を張ったスティックを使用し、互いに得点し合う "
"http://cv.iptc.org/newscodes/subjectcode/15036000","subj:15036000",,"subj:15036000",,,,"luge","Luge (French word for sled) is competed in singles or doubles. The competitor(s) lay on their back(s) on an open sled and race down a course. The competitor(s) and the sled must be in contact when passing the finishing line. ","Luge","Descendre le plus vite possible une piste glacée dans une luge, allongé sur le dos ","luge (trineo)","El Luge (palabra francesa que significa pequeño trineo) se juega en singles o dobles. Los competidores van acostados de espalda en un trineo abierto para carreras a lo largo de una pista nevada, descendiendo a alta velocidad. ","Rodeln","Wird als Einsitzer oder Doppelsitzer ausgetragen. Der Athlet liegt auf dem Rücken auf einem offenen Rennschlitten und gleitet in einer Kunst- oder Natureisbahn hinab. Der Athlet und der Rennschlitten müssen gemeinsam die Ziellinie passieren. ","Slittino","Discesa lungo un percorso su di una pista ghiacciata distesi sulla schiena a bordo di uno slittino aperto ","リュージュ","リュージュ(フランス語のそり)は1人乗りまたは2人乗りで競技する。競技者はオープンなそりに仰向きに寝て、コースを下って競技をする。フィニッシュ･ラインを通る時、競技者とそりとは密着していなければならない "
"http://cv.iptc.org/newscodes/subjectcode/15036001","subj:15036001",,,"subj:15036001",,,"singles","individual time trial event in a one seater luge ","monoplace","compétition dans une luge à une place ","individual","Prueba de trineo (luge) individual. ","Einsitzer","Zeitrennen für einen Einer-Schlitten. ","Individuale","Gara di velocità con slittino monoposto ","１人乗り","1人乗りリュージュでの個人タイムトライアル競技 "
"http://cv.iptc.org/newscodes/subjectcode/15036002","subj:15036002",,,"subj:15036002",,,"doubles","time trial for a twin berth luge ","biplace","compétition dans une luge à deux places ","dobles","Prueba de trineo (luge) que se disputa en duplas. ","Doppelsitzer","Zeitrennen für einen Zweierschlitten. ","Doppio","Gara di velocità con slittino biposto ","２人乗り","2人乗りリュージュのタイムトライアル "
"http://cv.iptc.org/newscodes/subjectcode/15037000","subj:15037000",,"subj:15037000",,,,"marathon","A road race where competitors run 42.195km, generally through city streets ","Marathon","épreuve de course à pied d'endurance de 42,195 km ","maratón","Carrera de fondo en la que los atletas corren una distancia de 42,195 Km. ","Marathon","Straßenrennen, bei dem die Wettkämpfer 42,195 km laufen, meist durch die Stadt. ","Maratona","Corsa su strada in cui i concorrenti corrono per 42,195 km, generalmente attraverso le strade di città ","マラソン","競争者が一般に都市の通りを通って42.195kmを走るロードレース "
"http://cv.iptc.org/newscodes/subjectcode/15038000","subj:15038000",,"subj:15038000",,,,"modern pentathlon","The Modern Pentathlon comprises five events run over a single day in the following order: shooting, fencing, swimming, horse riding and running. ","Pentathlon moderne","Le pentathlon est une combinaison de 5 sports différents : équitation, escrime, natation, tir et course. Les concurrents s'affrontent sur une seule journée ","pentatlón moderno","El Pentatlón Moderno consiste en una combinación de 5 deportes diferentes : equitación, esgrima, natación, tiro y carrera. Los competidores lo disputan en una sola jornada. ","Moderner Fünfkampf","Der moderne Fünfkampf umfasst 5 Ereignisse an einem Tag in der folgenden Reihenfolge: Schießen, Fechten, Schwimmen, Reiten und Laufen. ","Pentathlon moderno","Comprende 5 gare in un solo giorno nel seguente ordine: tiro al bersaglio, scherma, nuoto, corsa con cavallo e corsa ","近代五種","近代五種競技は、1日の間に次の順で実行される5つの競技から構成される:射撃、フェンシング、水泳、馬術およびランニング "
"http://cv.iptc.org/newscodes/subjectcode/15038001","subj:15038001",,,"subj:15038001",,,"running","Pentathlon event ","Course à pied","épreuve du pentathlon ","carrera a pié","Prueba de pentatlón ","Laufen","Disziplin im modernen Fünfkampf. ","Corsa","Gara di pentathlon ","ランニング","(近代)五種競技 "
"http://cv.iptc.org/newscodes/subjectcode/15038002","subj:15038002",,,"subj:15038002",,,"shooting","Pentathlon event ","tir","épreuve du pentathlon ","tiro","Prueba de pentatlón ","Schießen","Disziplin im modernen Fünfkampf. ","Tiro a segno","Gara di pentathlon ","射撃","(近代)五種競技 "
"http://cv.iptc.org/newscodes/subjectcode/15038003","subj:15038003",,,"subj:15038003",,,"swimming","Pentathlon event ","Natation","épreuve du pentathlon ","natación","Prueba de pentatlón ","Schwimmen","Disziplin im modernen Fünfkampf. ","Nuoto","Gara di pentathlon ","水泳","(近代)五種競技 "
"http://cv.iptc.org/newscodes/subjectcode/15038004","subj:15038004",,,"subj:15038004",,,"fencing","Pentathlon event ","escrime","épreuve du pentathlon ","esgrima","Prueba de pentatlón ","Fechten","Disziplin im modernen Fünfkampf ","Scherma","Gara di pentathlon ","フェンシング","(近代)五種競技 "
"http://cv.iptc.org/newscodes/subjectcode/15038005","subj:15038005",,,"subj:15038005",,,"showjumping","Pentathlon event ","Equitation","épreuve du pentathlon ","saltos hípicos","Prueba de pentatlón ","Springreiten","Disziplin im modernen Fünfkampf. ","Salto ad ostacoli","Gara di pentathlon ","馬術","(近代)五種競技 "
"http://cv.iptc.org/newscodes/subjectcode/15039000","subj:15039000",,"subj:15039000",,,,"motor racing","Motor racing where speed and trusty mechanics are key ","Automobile","sport mécanique et de vitesse opposant des véhicules à moteur ","automobilismo","Carreras de vehículos a motor, donde la velocidad y confiabilidad de la mecánica constituyen la clave de la confrontación ","Automobilsport","Autorennen, bei dem Geschwindigkeit und zuverlässige Mechanik gewertet werden. ","Automobilismo","Corse automobilistiche di varo tipo ","自動車レース","スピードと信頼できる整備士が鍵となるモーター・レース "
"http://cv.iptc.org/newscodes/subjectcode/15039001","subj:15039001",,,"subj:15039001",,,"Formula One","Single cockpit car racing where 20 or so competitors race head to head over varied circuits around the world to win Grand Prix points in an individual and constructors championship ","F1","course de voitures monoplace uniquement conçues pour les courses de vitesse sur circuit ","fórmula uno (f1)","Carrera de velocidad entre autos monoplazas, donde 20 o más pilotos compiten cabeza a cabeza en variados circuitos alrededor del mundo, para ganar puntos en cada Gran Premio, que conforman el campeonato individual y de constructores. ","Formel 1","Einzelfahrer Autorennen bei dem 20 oder mehr Wettkämpfer ein Kopf-an-Kopf-Rennen über verschiedene Runden weltweit, um Grand Prix Punkte zu gewinnen in einem Einzel- und Konstrukteur-Wettbewerb. ","F1","Corsa automobilistica su monoposto su vari circuiti in tutto il mondo per i vincere punti nel campionato piloti e in quello costruttori ","Ｆ１","20人程度の競争者が個人別、製造者別で争う選手権で、グランプリ・ポイントを勝ち取るために世界中のさまざまなサーキットで先着競争する一人用運転席の自動車レース "
"http://cv.iptc.org/newscodes/subjectcode/15039002","subj:15039002",,,"subj:15039002",,,"F3000","Using less powerful motors than the Formula One, designated construction teams race over varied circuits the world over in speed races for individual and team honours over a season. ","F3000","course de voitures monoplace uniquement conçues pour les courses de vitesse sur circuit et construites par le constructeur désigné par la FIA selon une spécicfication établie par le FIA ","fórmula 3000","Carrera de autos monoplaza, con motores de menor poder que los de F1. Compiten en forme individual y por equipos, en variados circuitos alrededor del mundo según especificaciones de la organización FIA. ","F3000","Mit weniger starken Motoren als bei der Formel 1, fahren ausgewählte Konstrukteur-Teams über verschiedene Runden weltweit Geschwindigkeitsrennen im Einzel- und Teamwettbewerb über eine Saison. ","F3000","Corsa automobilistica su monoposto su vari circuiti, si usano motori meno potenti della F1 ","Ｆ３０００","F1ほど強力ではないエンジンを使い、指定されたコンストラクション･チームは、シーズンを通して世界中のさまざまなスピードレースのサーキットで個人とチームの名誉のためにレースを行う "
"http://cv.iptc.org/newscodes/subjectcode/15039003","subj:15039003",,,"subj:15039003",,,"endurance","Endurance races for a driver and co-pilot using specially built cars. ","Course d'endurance","course de longue distance disputée par des voitures bi-places construites spécialement pour la compétition ","resistencia","Carrera de resistencia para el conductor y copiloto, usando autos especialmente preparados. ","Ausdauer","Ausdauer Rennen mit einem Fahrer und einem Beifahrer mit speziell ausgebauten Autos. ","Endurance","Corse di resistenza con un pilota e un copilota con auto speciali ","耐久","特別に組み立てられた車を使用した正・副ドライバーによる耐久レース "
"http://cv.iptc.org/newscodes/subjectcode/15039004","subj:15039004",,,"subj:15039004",,,"Indy","North American top range professional league speed racing over circuits. ","Formule Indy","competition se déroulant sur des circuits organisé par une ligue professsionnelle américaine ","fórmula indy","Rango más alto de la Liga Profesional estadounidense de carreras de velocidad en distintos circuitos. ","Indy","Nordamerikanische professionelle Topliga der Geschwindigkeitsrennen über Runden. ","Indy","Gara di velocità sui circuiti organizzati in Nord America. ","インディカー","サーキットでのスピードレースにおける北米トップクラスのプロリーグ "
"http://cv.iptc.org/newscodes/subjectcode/15039005","subj:15039005",,,"subj:15039005",,,"CART","North American professional league speed racing. ","CART","competition se déroulant sur des circuits organisé par une ligue professsionnelle américaine ","fórmula cart","Competencia organizada por una de las ligas profesionales estadounidenses de carreras de velocidad. ","CART","Nordamerikanische professionelle Liga der Geschwindigkeitsrennen über Runden. ","CART","Gara di velocità sui circuiti organizzati in Nord America. ","カート","スピードレースの北米プロリーグ Championship Auto Racing Teams "
"http://cv.iptc.org/newscodes/subjectcode/15039006","subj:15039006",,,"subj:15039006",,,"NHRA","North American professional league speed racing. ","NHRA","competition se déroulant sur des circuits organisé par une ligue professsionnelle américaine ","nhra","Competencia organizada por una de las ligas profesionales estadounidenses de carreras de velocidad. ","NHRA","Nordamerikanische professionelle Liga der Geschwindigkeitsrennen über Runden. ","NHRA","Gara di velocità sui circuiti organizzati in Nord America. ","ＮＨＲＡ","スピードレースの北米プロリーグ National Hot Rod Association "
"http://cv.iptc.org/newscodes/subjectcode/15039007","subj:15039007",,,"subj:15039007",,,"NASCAR","North American professional league speed racing. ","NASCAR","competition se déroulant sur des circuits organisé par une ligue professsionnelle américaine ","nascar","Competencia organizada por una de las liga profesionales estadounidenses de carreras de velocidad. ","NASCAR","Nordamerikanische professionelle Liga der Geschwindigkeitsrennen über Runden. ","NASCAR","Gara di velocità sui circuiti organizzati in Nord America. ","ナスカー","スピードレースの北米プロリーグ National Association for Stock Car Auto Racing "
"http://cv.iptc.org/newscodes/subjectcode/15039008","subj:15039008",,,"subj:15039008",,,"TRUCKI","North American professional league speed racing. ","TRUCKI","competition se déroulant sur des circuits organisé par une ligue professsionnelle américaine ","trucki (camiones)","Competencia entre camiones organizada por una de las ligas profesionales estadounidenses de velocidad. ","TRUCKI","Nordamerikanische professionelle Liga der Geschwindigkeitsrennen über Runden. ","TRUCKI","Gara di velocità sui circuiti organizzati in Nord America. ","ＴＲＵＣＫＩ","スピードレースの北米プロリーグ北米プロリーグ TRACKI "
"http://cv.iptc.org/newscodes/subjectcode/15040000","subj:15040000",,"subj:15040000",,,,"motor rallying","A season of endurance races over closed circuits including dirt tracks, roads and even snowy conditions featuring specials using adapted road cars with a driver and co-pilot. ","Rallyes","course à étape alliant des intinéraires de liaison où les concurrents sont tenus de respecter les lois en vigueur et des spéciales sur parcours fermé à la circulation ","rally","Carreras de resistencia por temporadas, disputadas sobre circuitos cerrados que incluyen caminos de tierra y carreteras, en las que figuran tramos con reglas especiales, usando autos adaptados con un conductor y un co-piloto. ","Motorrallye","Eine Saison von Ausdauerrennen über verschiedene Runden mit schmutzigen Straßen, Straßen- und Schneeverhältnissen, die spezielle Fahrzeuge mit einem Fahrer und einem Beifahrer benötigen. ","Campionato Rally","Serie di prove automobilistiche su vetture con pilota e navigatore su circuiti che includono piste e strade battute di vario tipo ","自動車ラリー","未舗装路や、雪など特殊な状況を含む一般道路に設定した専用コースを、正・副ドライバー2人が改造車に乗って行う耐久レースのシーズン戦 "
"http://cv.iptc.org/newscodes/subjectcode/15040001","subj:15040001",,,"subj:15040001",,,"rallying","Stage races ","étape","courses à étape ","rally por etapas","Carrera automovilística de Rally por etapas. ","Rallye","Rennen im Stadion. ","Rally","Singola prova di Rally ","ラリー","ステージレース "
"http://cv.iptc.org/newscodes/subjectcode/15040002","subj:15040002",,,"subj:15040002",,,"pursuit","Cross-country race with mass start, first half of the distance in classic and the other half in free style. ","Rallyes-raid","courses à étapes où la notion d'aventures s'joutent à la performance sportive ","raid","Carrera por etapas donde el cárater de aventura se suma al desempeño deportivo. ","Angriff","Querfeldein-Rennen im Massenstart, erste Hälfte der Distanz im klassischen Stil und die andere Hälfte im Freistil. ","Inseguimento","Gara con partenza in gruppo, la prima metà della distanza prevista si percorre in modo classico, la seconda in stile libero ","パーシュート","前半はクラッシック、後半はフリースタイルとなる一斉スタートのクロスカントリー競技 "
"http://cv.iptc.org/newscodes/subjectcode/15040003","subj:15040003",,,"subj:15040003",,,"rallycross","Stage races over dirt tracks ","Rallycross","courses à étapes se déroulant en tout terrain ","rallycross","Carrera por etapas sobre caminos todo terreno. ","Crossrallye","Rennen im Stadion über schmutzige Straßen. ","Rallycross","Corse a tappe su piste battute ","ラリークロス","ダートトラックによるステージレース "
"http://cv.iptc.org/newscodes/subjectcode/15041000","subj:15041000",,"subj:15041000",,,,"motorcycling","Races with 2, 3 or 4 wheels vehicles with a saddle and handlebars ","Moto","Course de véhicules à moteur avec 2, 3 ou 4 roues et sur lesquels le conducteur s'installe à califourchon et se dirige à l'aide d'un guidon. ","motociclismo","Carrera con vehículos de 2, 3 o 4 ruedas con sillín y manillar. ","Motorradrennen","Rennen mit 2,3 oder 4 rädrigen Fahrzeugen mit Sattel und Lenkstangen. ","Motociclismo","Gare su motoveicoli forniti di sellino e manubri ","オートバイレース","サドルおよびハンドルを備えた2輪、3輪あるいは4輪の乗り物によるレース "
"http://cv.iptc.org/newscodes/subjectcode/15041001","subj:15041001",,,"subj:15041001",,,"speed-Grand-Prix","A fast and furious race where every second counts ","Grand-Prix de vitesse","compétition où la vitesse est le seul facteur de compétition ","gran premio de velocidad","Exigente carrera donde la velocidad es fundamental y cada segundo cuenta. ","Speed Grand Prix","Ein schnelles Rennen bei dem jede Sekunde gezählt wird. ","Gran Premio","Corsa di moto di velocità ","グランプリ","1秒も無駄に出来ないような、速くて猛烈なレース "
"http://cv.iptc.org/newscodes/subjectcode/15041002","subj:15041002",,,"subj:15041002",,,"enduro","A race of speed, endurance and regularity over varied surfaces such as through forests and on dirt tracks ","enduro","épreuve de vitesse, de régularité et d'endurance qui se déroule sur terrain variés tels que sentiers forestiers ou chemins de terre ","enduro","Carrera de velocidad, resistencia y regularidad sobre variadas superficies, tales como bosques y caminos de tierra. ","Enduro","Geschwindigkeitsrennen, Ausdauer und Regeln über verschiedene Oberflächen, z.B durch den Wald und auf schmutzigen Straßen. ","Enduro","Corsa di velocità, resistenza e regolarità su varie superfici come ad esempio attraverso foreste e su piste battute ","エンデューロ","森林を抜けたりダートトラックなどの多彩な路面を走行して、スピード、耐久性および正確さを競う "
"http://cv.iptc.org/newscodes/subjectcode/15041003","subj:15041003",,,"subj:15041003",,,"grass-track","A race competed on turf ","Course sur herbe","épreuve se déroulant sur herbe ","carrera sobre césped","Carrera de moto sobre césped. ","Grasbahn","Rennen, was auf Gras ausgetragen wird. ","Pista erbosa","Una corsa disputata su prati ","グラストラック","芝生で競技するレース "
"http://cv.iptc.org/newscodes/subjectcode/15041004","subj:15041004",,,"subj:15041004",,,"moto-ball","Team sport where drivers play a ball ","moto-ball","compétition par équipes dans laquelle les pilotes manœuvrent un ballon ","moto-ball","Deporte de equipo sobre motos, donde los competidores juegan con una pelota para anotar en valla contraria. ","Motoball","Mannschaftssport bei dem die Fahrer mit einem Ball spielen. ","Motopalla","Uno sport di squadra in cui i piloti giocano a palla ","モトボール","ドライバーがボールを競うチームスポーツ "
"http://cv.iptc.org/newscodes/subjectcode/15041005","subj:15041005",,,"subj:15041005",,,"moto-cross","Raced over dirt tracks featuring severe mounds ","Motocross","course en terrain varié qui présente de fortes dénivellations ","motocross","Carrera de motos todoterreno en area con fuertes y variables desniveles. ","Motocross","Rennen über schmutzige Straßen und enge Dämme. ","Motocross","Corsa su un fondo battuto di vario tipo e che presenta dei forti dislivelli ","モトクロス","過酷な盛り土が特徴であるダートトラックのレース "
"http://cv.iptc.org/newscodes/subjectcode/15041006","subj:15041006",,,"subj:15041006",,,"rallying","Races run over regular roads ","Rallyes","épreuves disputées sur routes libres ","rally","Carrera de moto sobre rutas regulares. ","Rallye","Rennen über reguläre Straßen. ","Rallying","Prove disputate su strade normali ","ラリー","公道を走るレース "
"http://cv.iptc.org/newscodes/subjectcode/15041007","subj:15041007",,,"subj:15041007",,,"trial","A race of consistency and endurance over varied terrain ","Trial","épreuve de régularité et d'endurance organisée en terrain varié ","trial","Carrera de resistencia y regularidad en todo terreno. ","Trial","Rennen mit Belastung und Ausdauer durch unterschiedliches Gelände. ","Trial","Prova di regolarità ed equilibrio disputata su terreni di vario tipo ","トライアル","変化に富んだ地形を通って一貫性と耐久性を競う "
"http://cv.iptc.org/newscodes/subjectcode/15041008","subj:15041008",,,"subj:15041008",,,"endurance","A road race of consistency and endurance ","Endurance","épreuve de régularité et d'endurance organisée sur piste ","resistencia","Carrera de resistencia y regularidad pero en ruta. ","Endurance","Straßenrennen mit Belastung und Ausdauer. ","Endurance","Prova di regolarità e resistenza disputata su strada ","耐久","耐久ロードレース "
"http://cv.iptc.org/newscodes/subjectcode/15041009","subj:15041009",,,"subj:15041009",,,"superbike","Engine size ","superbike","catégorie d'engins ","superbike","Categoría de Moto por potencia de la máquina o motor. ","Superbike","Motorenstärke ","Superbike","Categoria di motori in base alla quale si disputa il campionato ","スーパーバイク","エンジン容量 "
"http://cv.iptc.org/newscodes/subjectcode/15041010","subj:15041010",,,"subj:15041010",,,"125 cm3","Engine size ","125cm3","catégorie d'engins ","125 cm3","Tamaño del motor. ","125ccm","Motorenstärke ",125,"Categoria di motori in base alla quale si disputa il campionato ","１２５ｃｃ","エンジン容量 "
"http://cv.iptc.org/newscodes/subjectcode/15041011","subj:15041011",,,"subj:15041011",,,"250 cm3","Engine size ","250cm3","catégorie d'engins ","250 cm3","Tamaño del motor. ","250ccm","Motorenstärke ",250,"Categoria di motori in base alla quale si disputa il campionato ","２５０ｃｃ","エンジン容量 "
"http://cv.iptc.org/newscodes/subjectcode/15041012","subj:15041012",,,"subj:15041012",,,"500 cm3","Engine size ","500cm3","catégorie d'engins ","500 cm3","Tamaño del motor. ","500ccm","Motorenstärke ",500,"Categoria di motori in base alla quale si disputa il campionato ","５００ｃｃ","エンジン容量 "
"http://cv.iptc.org/newscodes/subjectcode/15041013","subj:15041013",,,"subj:15041013",,,"side-cars","Of different engine sizes but attached to a side car featuring a passenger ","side-cars","catégorie d'engins où la moto est lié à un habitable à une roue pour un passager ","carrera de sidecars","Con diferentes tamaños de motor, pero con la característica de llevar adherido en su costado otra sección con un acompañante. ","Beiwagen","Mit verschiedenen Motorenstärken aber an der Seite mit einer Sitzmöglichkeit für einen Beifahrer. ","Sidecar","Motoveicolo che su un lato ha attaccato un altro veicolo per portare un passeggero ","サイドカー","様々なエンジン容量があるが、人を乗せるためのサイドカーが付いている "
"http://cv.iptc.org/newscodes/subjectcode/15041014","subj:15041014",,,"subj:15041014",,,"motoGP","Capacity class 1000ccm ","MotoGP","Catégorie des 1000 cm3 ","1000 cm3","Tamaño del motor. ","MotoGP","Hubraumklasse 1000 Kubikzentimeter. ","Moto GP","Categoria di motori in base alla quale si disputa il campionato ","モトＧＰ","1000ccの容量のクラス "
"http://cv.iptc.org/newscodes/subjectcode/15042000","subj:15042000",,"subj:15042000",,,,"netball","A woman's sport similar to basketball without a board behind the basket ","Netball","Sport féminin similaire au basket-ball, mais sans planche pour soutenir le panier ","netbol","Deporte de mujeres similar al baloncesto, aunque sin tablero detrás del cesto. ","Netzball","Sportart für Frauen, ähnlich dem Basketball, aber ohne Brett hinter dem Korb. ","Netball","Uno sport femminile simile alla pallacanestro ma senza tabellone dietro al cesto ","ネットボール","バスケットの後ろの板を外したバスケットボールのような女性向けスポーツ "
"http://cv.iptc.org/newscodes/subjectcode/15043000","subj:15043000",,"subj:15043000",,,,"nordic skiing","Practiced in snowy countryside and based on power and endurance. There are classic and free style events with mass or staggered starts. ","Ski nordique","Discipline pratiquée en pleine nature qui repose sur l'endurance et la puissance du mouvement. Elle se pratique soit en style classique soit en style libre, avec départ en ligne ou échelonné et contre-la-montre selon les épreuves ","esquí nórdico","Deporte de esquí practicado en campos nevados y basado en el poder y la resistencia. Hay eventos clásicos o de estilo libre con largada colectiva o individual. ","Ski nordisch","Findet im schneebedeckten Gelände statt und basiert auf Kraft und Ausdauer. Es gibt klassische und Freistil Wettkämpfe mit Massenstart oder gestaffeltem Start. ","Sci nordico","Praticato in campi innevati si basa sulla potenza e la resistenza. Esistono gare con stile classico e con stile libero, con la partenza in massa o a scaglioni ","ノルディックスキー","雪の降る地方で行われ、体力と持久力がベースとなる。一斉スタート方式、またはスタートをずらす方式があり、クラシカルとフリースタイルの種目がある "
"http://cv.iptc.org/newscodes/subjectcode/15043001","subj:15043001",,,"subj:15043001",,,"cross-country","Nordic ski race ","Course de fond","course de ski nordique ","cross country (campo traviesa)","Carrera de esquí nórdico. ","Langlauf","Langlaufrennen Ski nordisch. ","Sci di fondo","Corsa di sci nordico ","クロスカントリー","ノルディック・スキーレース "
"http://cv.iptc.org/newscodes/subjectcode/15043002","subj:15043002",,,"subj:15043002",,,"5 km classical time","A 5km classic race in that the competitor keeps his skis parallel except on steep inclines where the scissor move is used ","5 km Style classique","course de 5km style classique : le skieur garde les skis parallèles, sauf dans les montées à fort pourcentage, où il utilise le pas de ciseaux ","estilo clásico 5 km.","Carrera clásica de 5 km. en la que los competidores mantienen sus esquís paralelos, excepto en pendientes pronunciadas, las que se usa el movimiento de tijera. ","5 km klassisch","5 km Rennen im klassichen Stil bei dem der Wettkämpfer seine Skier parallel führen muss außer in der freien Technik (Skating) bei Benutzung des scissor move"". ""","5 km tecnica classica","Corsa di 5 km durante la quale i concorrenti gareggiano con gli sci che scorrono paralleli eccetto su pendii scoscesi dove possono procedere con movimento a forbice ","５ｋｍクラシカル","5Kmのクラシック・スタイルレース。競技者は、逆ハの字が使われるような急勾配を除くと、スキー板を並行に保つ "
"http://cv.iptc.org/newscodes/subjectcode/15043003","subj:15043003",,,"subj:15043003",,,"10 km classical style","A 10km classic race in that the competitor keeps his skis parallel except on steep inclines where the scissor move is used ","10 km style classique","course de 10 km de style classique : le skieur garde les skis parallèles, sauf dans les montées à fort pourcentage, où il utilise le pas de ciseaux ","10 km. estilo clásico","Clásica carrera de 10 km. en la que los competidores mantienen sus esquís paralelos, excepto en pendientes, donde es usado el movimiento de tijera. ","10 km klassisch","10 km Rennen im klassichen Stil bei dem der Wettkämpfer seine Skier parallel führen muss außer bei Benutzung des scissor move"". ""","10 km tecnica classica","Corsa tipica di 10 km in cui i concorrenti gareggiano tenendo i loro sci paralleli eccetto nei pendii scoscesi dove possono muoversi con gli sci a forbice ","１０ｋｍクラシカル","10Kmのクラシックスタイル・レース。競技者は、逆ハの字にするような急勾配を除くと、スキー板を並行に保つ "
"http://cv.iptc.org/newscodes/subjectcode/15043004","subj:15043004",,,"subj:15043004",,,"10 km pursuit free style","Staggered start depending on positions with competitors using a skating like technique on skis ","10 km poursuite libre","Course de 10 km à départ échelonné où les concurrents utilisent une technique semblable à du patinage ","10 km. persecución estilo libre","Competencia en dos mangas en 10km, una estilo clásico contra reloj y partida escalonada, la otra estilo libre y con salida de acuerdo al tiempo de la primera fase. El que atraviesa primero la línea de meta gana. ","10 km Freistil","10 km Rennen im Freistil mit Verfolgungsstart abhängig von Positionen, bei der die Wettkämpfer eine eislaufähnliche Technik auf Skiern (Skating) benutzen. ","10 km inseguimento in stile libero","Partenza a scaglioni in base alle posizioni dei concorrenti, i quali, possono usare la tecnica di pattinaggio sugli sci ","１０ｋｍフリースタイル追い抜き","競技者間の位置に依存する時間差でスタートし、スキーでスケーティングのようなテクニックを使う "
"http://cv.iptc.org/newscodes/subjectcode/15043005","subj:15043005",,,"subj:15043005",,,"15 km classical style","A 15km race using the classical style of keeping skies parallel ","15 km style classique","course de 15km style classique : le skieur garde les skis parallèles, sauf dans les montées à fort pourcentage, où il utilise le pas de ciseaux ","15 km. estilo clásico","Carrera de 15 km., usando el clásico estilo de mantener los esquís paralelos, salvo en pendientes pronunciadas, donde se usa movimiento de tijera. ","15 km klassisch","15 km Rennen im klassischen Stil, bei dem die Skier parallel geführt werden. ","15 km tecnica classica","Corsa di 15 km nella quale si usa lo stile classico di tenere gli sci paralleli ","１５ｋｍクラシカル","15kmのクラシックスタイル+W1097レース。スキーを平行に保つ "
"http://cv.iptc.org/newscodes/subjectcode/15043006","subj:15043006",,,"subj:15043006",,,"15 km pursuit free style","15km race with staggered start using free style technique similar to a skating motion ","15 km poursuite libre","Course de 15 km à départ échelonné où les concurrents utilisent une technique semblable à du patinage ","15 km. persecución estilo libre","Carrera de 15 km. Con dos mangas en un día (estilo clásico contrarreloj y libre). ","15 km Freistil","15 km Rennen im Freistil mit Verfolgungsstart abhängig von Positionen, bei der die Wettkämpfer eine eislaufähnliche Technik auf Skiern (Skating) benutzen. ","15 km inseguimento in stile libero","Corsa di 15 km con partenza in scaglioni e nella quale si usa la tecnica dello stile libero, un moto simile a quello del pattinaggio ","１５ｋｍフリースタイル追い抜き","15Kmのフリースタイル・レースで、時間差でスタートする。スケーティング動作のようなテクニックを使う "
"http://cv.iptc.org/newscodes/subjectcode/15043007","subj:15043007",,,"subj:15043007",,,"10 km + 15 km combined","10km classic followed by 15km free-style race ","10 km + 15 km combiné","les 2 manches le même jour sur 10km, la manche classique en contre-la-montre avec départ échelonné, la manche libre disputée en fonction des temps de la 1re (le meilleur temps en 1er, suivi du 2e temps, etc), le premier à franchir la ligne a gagné. ","10km + 15km combinado","10 km clasicos seguidos de 15km de estilo combinado ","10 km+15 km Kombination","10 km Rennen im klasssichen Stil gefolgt von 15 km im Freistil. ","10 km + 15 km combinata","Corsa classica di 10 km seguita da una corsa di 15 km in stile libero ","１０＋１５ｋｍ複合","10kmクラシック。15kmフリースタイル・レースに準拠 "
