"NewsCode-URI","NewsCode-QCode (flat)","Level 1/NewsCode","Level 2/NewsCode","Level 3/NewsCode","Level 4/NewsCode","Level 5/NewsCode","Name (en-GB)","Definition (en-GB)","Name (fr)","Definition (fr)","Name (es)","Definition (es)","Name (de)","Definition (de)","Name (it)","Definition (it)","Name (jp)","Definition (jp)"
"http://cv.iptc.org/newscodes/subjectcode/15043008","subj:15043008",,,"subj:15043008",,,"30 km classical style","A 30km classic race in that the competitor keeps his skis parallel except on steep inclines where the scissor move is used ","30 km style classique","course de 30km style classique : le skieur garde les skis parallèles, sauf dans les montées à fort pourcentage, où il utilise le pas de ciseaux ","30 km. estilo clásico","Carrera clásica de 30 km. donde los competidores dejan sus esquís paralelos, excepto en pendientes donde se utiliza el movimiento tijera. ","30 km klassisch","30 km Rennen im klassichen Stil bei dem der Wettkämpfer seine Skier parallel führen muss außer bei Benutzung des scissor move"". ""","30 km tecnica classica","Corsa di 30 km in cui gli sciatori tengono i loro sci paralleli eccetto sui pendii scoscesi dove possono usare il moto a forbice ","３０ｋｍクラシカル","30kmのクラシック・レース。急勾配ではスキー逆ハの字に開くが、それ以外はスキーを平行に保つ "
"http://cv.iptc.org/newscodes/subjectcode/15043009","subj:15043009",,,"subj:15043009",,,"30km free style","A 30km free-style race where the most common style is the skate style where competitors slide and the skis do not need to be parallel ","30 km libre","course de 30km style libre : tous les pas sont permis, le plus utilisé étant le pas du patineur dans lequel le skieur se laisse glisser sur ses skis qui ne sont plus parallèles ","30 km estilo libre","Carrera de 30 Km. de estilo libre, donde se permiten todos los pasos y en la cual se emplea comúnmente el estilo de patinaje, con el que los competidores se dejan deslizar en el descenso sin necesidad de mantener los esquíes paralelos. ","30 km Freistil","30 km Rennen im Freistil, bei dem der meist verwendete Stil das Skating ist, bei dem die Wettkämpfer gleiten und die Skier nicht parallel führen müssen. ","30 km stile libero","Corsa di 30 km in stile libero in cui lo stile più comune è quello del pattinaggio, gli sciatori procedono scivolando e non obbligatoriamente con gli sci paralleli ","３０ｋｍフリースタイル","30kmのフリースタイル・レース。最も一般的なスタイルで、競技者が滑走するスケートスタイル。スキー板を平行にする必要はない "
"http://cv.iptc.org/newscodes/subjectcode/15043010","subj:15043010",,,"subj:15043010",,,"50 km free style","A 50km free style race where the most common style is the skate style where competitors slide and the skis do not need to be parallel ","50 km libre","course de 50km style libre : tous les pas sont permis, le plus utilisé étant le pas du patineur dans lequel le skieur se laisse glisser sur ses skis qui ne sont plus parallèles ","50 km estilo libre","Igual que anterior, pero en carrera de 50 Km. de estilo libre. ","50 km Freistil","30 km Rennen im Freistil, bei dem der meist verwendete der eiskunstlaufähnliche Stil ist, bei dem die Wettkämpfer gleiten und die Skier nicht parallel führen müssen. ","50 km stile libero","Corsa di 50 km in stile libero dove lo stile più comune è quello del pattinaggio e gli sciatori procedono scivolando e non obbligatoriamente con gli sci paralleli ","５０ｋｍフリースタイル","50kmのフリースタイル･レース。最も一般的なスタイルで、競技者が滑走するスケートスタイル。スキー板を平行にする必要はない "
"http://cv.iptc.org/newscodes/subjectcode/15043011","subj:15043011",,,"subj:15043011",,,"4x5 km relay","Teams of four competitors ski 5km each in relay fashion ","4x5 km relais","quatre fois 5 km. Les 2 premiers relayeurs skient en style classique, les 2 derniers en style libre ","4x5km relevos","Equipos de cuatro esquiadores corren 5 Km. cada uno, en la modalidad de relevos, los dos primeros en estilo clásico y los últimos en estilo libre. ","4x5 km Staffel","Teams mit jeweils vier Skifahrern, die jeweils 5 km in gestaffelter Form zurücklegen müssen. ","Staffetta 4 x 5 km","Le squadre, ciascuna di quattro sciatori, portano a termine una corsa di staffetta di 5 km ","２０ｋｍリレー","チームは４名で、それぞれ5kmをリレー方式で滑る "
"http://cv.iptc.org/newscodes/subjectcode/15043012","subj:15043012",,,"subj:15043012",,,"4x10 km relay","Teams of four competitors ski 10km each in relay fashion ","4x10 km relais","quatre fois 10km. Les 2 premiers relayeurs skient en style classique, les 2 derniers en style libre ","4x10km relevos","Igual que anterior pero 10 km. ","4x10 km Staffel","Teams mit jeweils vier Skifahrern, die jeweils 10 km in gestaffelter Form zurücklegen müssen. ","Staffetta 4 x 10 km","Le squadre, composta ciascuna da quattro sciatori, portano a termine una corsa di staffetta di 10 km ","４０ｋｍリレー","チームは４名で、それぞれ10kmをリレー方式で滑る "
"http://cv.iptc.org/newscodes/subjectcode/15043013","subj:15043013",,,"subj:15043013",,,"nordic combined","A two day competition combining the ski jump and a cross-country race. ","Combiné nordique","discipline réservée aux hommes allie le saut et le ski de fond et se déroule sur 2 jours. ","nórdico combinado","Competencia reservada a los hombres, con combinación de salto de esquí y carreras a campo traviesa, durante dos días. ","Nordische Kombination","Wettkampf über 2 Tage, der das Skispringen und das Langlaufrennen kombiniert. ","Combinata nordica","Competizione che dura due giorni e combina salto con gli sci e sci di fondo ","ノルディック複合","スキージャンプとクロスカントリーレースを組み合わせて、2日間競う "
"http://cv.iptc.org/newscodes/subjectcode/15043014","subj:15043014",,,"subj:15043014",,,"raid","NA ","Raid","NA ","raid","NA ","Angriff","--- ","Raid","NA ","レイド",
"http://cv.iptc.org/newscodes/subjectcode/15043015","subj:15043015",,,"subj:15043015",,,"5 km pursuit free style","Cross-country skiing over a 5km course in a pursuit format ","5 km poursuite libre","Course de 5 km à départ échelonné où les concurrents utilisent une technique semblable à du patinage ","campo traviesa 5 km. persecución libre","Esquí de fondo a lo largo de una pista de 5 Km. en formato de persecución. ","5 km Freistil","Langlauf über 5 km im Verfolgungsstart. ","5 km inseguimento in stile libero","Gara di sci su un percorso di 5 km in stile da inseguimento ","５ｋｍフリースタイル","追い抜き形式の5Kコースのクロスカントリースキー "
"http://cv.iptc.org/newscodes/subjectcode/15043016","subj:15043016",,,"subj:15043016",,,"1.5 km sprint free","Cross-country skiing over a 1.5km course in a sprint format ","1.5 km style libre","course de 1,5km style libre tous les pas sont permis ","campo traviesa 1,5 km. embalaje libre","Esquí de fondo a lo largo de una pista de 1,5 Km. en formato de embalaje libre. ","1.5 km Sprint Freistil","Langlauf über 1,5 km als Sprint. ","1,5 km sprint","Gara di sci di fondo in velocità su un percorso di 1,5 km ","１．５ｋｍスプリント","スプリント形式の1.5Kコースのクロスカントリースキー "
"http://cv.iptc.org/newscodes/subjectcode/15043017","subj:15043017",,,"subj:15043017",,,"50 km classic style","Cross-country skiing over a 50km course in a classic style format ","50 km style classique","course de 50km style classique : le skieur garde les skis parallèles, sauf dans les montées à fort pourcentage, où il utilise le pas de ciseaux ","50 km. estilo clásico","Esquí de fondo a lo largo de una cancha de 50 Km. en formato clásico. ","50 km klassisch","Langlauf über 50 km im klassischen Stil. ","50 km stile classico","Gara di 50 km in tecnica classica ","５０ｋｍクラシカルスタイル","クラシック形式の50Kコースのクロスカントリースキー "
"http://cv.iptc.org/newscodes/subjectcode/15044000","subj:15044000",,"subj:15044000",,,,"orienteering","An individual time-trial over a route marked out by beacons. The competitor has to search out and find in a specific order. The contestant makes his way with the help of a compass and map ","Course d'orientation","Course individuelle contre la montre sur un parcours matérialisé par des balises que le concurrent doit découvrir dans un ordre imposé. Le coureur définit son chemin à l'aide d'une boussole et d'une carte. ","carrera de orientación","Prueba individual por tiempo en una ruta marcada por balizas. El competidor tiene que buscar y encontrar las marcas en un orden específico, con la ayuda de una brújula y un mapa. ","Orientierung","Einzelzeitrennen über eine mit Fackeln markierte Strecke, die der Wettkämpfer mithilfe von Kompass und Karte in einer bestimmten Reihenfolge finden muss. ","Orientamento","Gara individuale a tempo su un itinerario segnato da segnali che gli sciatori devono cercare e trovare in un ordine determinato con l'aiuto di una bussola e una mappa ","オリエンテーリング","標識で印を付けたルートを回る個人のタイムトライアル。競技者は標識を特定の順序で探索する必要がある。競技者はコンパスと地図の助けを借りて前進する "
"http://cv.iptc.org/newscodes/subjectcode/15044001","subj:15044001",,,"subj:15044001",,,"ski orienteering","An individual ski time-trial over a route marked out by beacons, that the competitor has to search out and find in a specific order. The contestant makes his way with the help of a compass and map ","Course d'orientation à skis","Course individuelle contre la montre à ski, sur un parcours matérialisé par des balises que le concurrent doit découvrir dans un ordre imposé. Le coureur définit son chemin à l'aide d'une boussole et d'une carte. ","orientación en esquí","Prueba individual por tiempo sobre esquís en una ruta marcada por balizas. El competidor tiene que buscar y encontrar las marcas en un orden específico, con la ayuda de una brújula y un mapa. ","Ski Orientierung","Einzelzeitrennen auf Skiern über eine mit Fackeln markierte Strecke, die der Wettkämpfer mithilfe von Kompass und Karte in einer bestimmten Reihenfolge finden muss. ","Sci Orientamento","Gara a tempo sugli sci su un itinerario segnato da ostacoli che i concorrenti devono cercare e trovare in uno specifico ordine con l'aiuto di una bussola e una mappa ","スキーオリエンテーリング","標識で印を付けたルートを回る個人のスキーのタイムトライアル。競技者は標識を特定の順序で探索する必要がある。競技者はコンパスと地図の助けを借りて前進する "
"http://cv.iptc.org/newscodes/subjectcode/15045000","subj:15045000",,"subj:15045000",,,,"polo","With the aid of a mallet two teams of four horsemen try and knock a bamboo ball into the opponents goal over a pitch 250m long and 150m wide. The game is divided into 4, 6, or 8 time periods of 7min 30sec called chukkas. ","Polo","A l'aide d'un maillet, deux équipes de 4 cavaliers tentent de lancer dans les buts adverses une balle en racine de bambou sur un terrain de 250 m de long sur 150 de large. Une partie est divisée en 4, 6 ou 8  chukkas "", périodes de 7 mn et 30 s. ""","polo","Con la ayuda de un mazo con bastón, dos equipos de cuatro hombres a caballo, tratan de introducir una pelota de bambú dentro del arco rival, en una cancha de 250m de largo y 150m de ancho. El juego está dividido en tiempos de 7,30 minutos. ","Polo","Mithilfe eines Schlägers versuchen zwei Teams mit je vier Reitern einen Bambusball in das gegnerische Tor zu schießen über ein Feld von 250 m Länge und 150 m Breite. Das Spiel ist unterteilt in 4,6 oder 8 Zeitperioden von 7 min 30 sec. chukkas"" genannt. ""","Polo","Con l'aiuto di un martello di legno due squadre, composta ciascuna da quattro fantini, cercano e colpiscono una palla di bambù verso la porta avversaria in un campo lungo 250 m e largo 150 m. Il gioco è diviso in 4, 6, o 8 tempi, chiamati chukkas, di 7 minuti e 30 secondi ","ポロ","木づちを使って、4人の騎手からなる2チームが縦250m、横150mのピッチ上で、相手ゴールに竹ボールを打ち込もうとする。試合は7分30秒の、チョーカーと呼ばれる4つ、6つ、あるいは8つのピリオドに分割される "
